Source System Name,Source System Acronym,Table Name,Table Description,ColumnNames,ColumnAcronyms,DataTypes,Nullability,ColumnDescription
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",ReportID,ReportID,NUMBER,NOT NULLABLE,Unique identifier for each report entry
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",EmployeeID,EmpID,NUMBER,NOT NULLABLE,Unique identifier for each employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",Gender,Gender,TEXT,NULLABLE,Gender of the employee (Male/Female/Other)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",Ethnicity,Ethnicity,TEXT,NULLABLE,Ethnicity of the employee (White/Black/Asian/Hispanic/Other)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",Age,Age,NUMBER,NULLABLE,Age of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",Department,Dept,TEXT,NULLABLE,Department of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",JobTitle,JobTitle,TEXT,NULLABLE,Job title of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",DateHired,DateHired,DATETIME,NULLABLE,Date when the employee was hired
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",DateTerminated,DateTerm,DATETIME,NULLABLE,Date when the employee was terminated (if applicable)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",HoursWorked,Hours,NUMBER,NULLABLE,Number of hours worked by the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",BaseSalary,BaseSal,NUMBER,NULLABLE,Base salary of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",Bonus,Bonus,NUMBER,NULLABLE,Bonus amount received by the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",PerformanceRating,PerfRating,TEXT,NULLABLE,Performance rating of the employee (1-5 scale)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",YearsOfExperience,YearsExp,NUMBER,NULLABLE,Number of years of experience of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",EducationLevel,EduLevel,TEXT,NULLABLE,Education level of the employee (High school/Associate/Bachelor/Master/Doctorate)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",MaritalStatus,MaritalStatus,TEXT,NULLABLE,Marital status of the employee (Single/Married/Divorced/Widowed)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",ParentalStatus,ParentalStatus,TEXT,NULLABLE,Parental status of the employee (Yes/No)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",EthnicityCode,EthCode,TEXT,NULLABLE,Code representing the ethnicity of the employee
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",AgeGroup,AgeGroup,TEXT,NULLABLE,Age group of the employee (Youth/Adult/Senior)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",IsManager,IsMgr,BOOLEAN,NULLABLE,Indicates if the employee is a manager (True/False)
Human Resources Information System,HRIS,DiversityMetricsReport,"Reports on workforce diversity including gender, ethnicity, and age demographics.",IsExecutive,IsExec,BOOLEAN,NULLABLE,Indicates if the employee is an executive (True/False)
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,EmployeeID,EmpID,NUMBER,NOT NULLABLE,Identifier for each employee in the organization
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,EmployeeName,EmpName,TEXT,NOT NULLABLE,Name of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,JobTitle,JobTitle,TEXT,NOT NULLABLE,Job title of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,Department,Dept,TEXT,NOT NULLABLE,Department in which the employee works
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,Location,Loc,TEXT,NOT NULLABLE,Location where the employee is based
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,DateOfBirth,DOB,DATETIME,NOT NULLABLE,Date of birth of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,Gender,Gen,TEXT,NOT NULLABLE,Gender of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,Email,Email,TEXT,NULLABLE,Email address of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,Phone,Phone,TEXT,NULLABLE,Contact number of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,HireDate,HireDate,DATETIME,NOT NULLABLE,Date of joining the organization for the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,TerminationDate,TermDate,DATETIME,NULLABLE,Date on which the employee was terminated
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,SuccessionPlan,SuccessionPlan,TEXT,NULLABLE,Details of the succession plan for the employee's role
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,ReplacementName,RepName,TEXT,NULLABLE,Name of the employee assigned as a replacement for succession planning
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,ReplacementPosition,RepPosition,TEXT,NULLABLE,Position assigned to the employee as a replacement for succession planning
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,PerformanceRating,PerfRating,NUMBER,NULLABLE,Performance rating of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,CompetencyRating,CompRating,NUMBER,NULLABLE,Competency rating of the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,ReadinessRating,ReadRating,NUMBER,NULLABLE,Readiness rating of the employee for succession planning
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,DevelopmentPlans,DevPlans,TEXT,NULLABLE,Details of the development plans for the employee
Human Resources Information System,HRIS,SuccessionPlanningRecords,Data on succession planning for key roles within the organization.,LastUpdatedDate,LastUpdated,DATETIME,NOT NULLABLE,Date on which the record was last updated
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,SurveyID,SID,NUMBER,NOT NULLABLE,Unique identifier for each survey.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,EmployeeID,EID,NUMBER,NOT NULLABLE,Unique identifier for each employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,SurveyDate,SD,DATETIME,NOT NULLABLE,Date when the survey was conducted.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,SatisfactionScore,SS,NUMBER,NOT NULLABLE,Score indicating the level of employee satisfaction.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,SurveyCategory,SC,TEXT,NULLABLE,Category of the survey (e.g.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Feedback,FB,TEXT,NULLABLE,Comments or feedback provided by the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,ManagerReview,MR,TEXT,NULLABLE,Review or comments provided by the employee's manager.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Department,Dept,TEXT,NULLABLE,Department where the employee is assigned.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,JobTitle,JT,TEXT,NULLABLE,Job title of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,YearsOfWork,YOW,NUMBER,NULLABLE,Number of years the employee has worked in the organization.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Gender,G,TEXT,NULLABLE,Gender of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Age,Age,NUMBER,NULLABLE,Age of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Education,Ed,TEXT,NULLABLE,Education level of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,TrainingReceived,TR,TEXT,NULLABLE,Training received by the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,PromotionOpportunities,PO,TEXT,NULLABLE,Perceived promotion opportunities within the organization.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,WorkLifeBalance,WLB,TEXT,NULLABLE,Perceived work-life balance of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Workload,WL,TEXT,NULLABLE,Perceived workload of the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,CareerDevelopment,CD,TEXT,NULLABLE,Perceived career development opportunities within the organization.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,Recognition,R,TEXT,NULLABLE,Perceived recognition received by the employee.
Human Resources Information System,HRIS,EmployeeSatisfactionSurveys,Results and analysis from employee satisfaction surveys.,OverallSatisfaction,OS,NUMBER,NULLABLE,Overall satisfaction score based on the survey responses.
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Source System Name,SourceSysName,TEXT,NULLABLE,Name of the source system
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Source System Acronym,SourceSysAcronym,TEXT,NULLABLE,Acronym of the source system
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Table Name,TableName,TEXT,NULLABLE,Name of the table
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Table Description,TableDesc,TEXT,NULLABLE,Description of the table
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Audit ID,AuditID,NUMBER,NULLABLE,Unique identifier for each audit entry
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Employee ID,EmpID,NUMBER,NULLABLE,Unique identifier for each employee
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Action,Action,TEXT,NULLABLE,Action performed (create
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Timestamp,Timestamp,DATETIME,NULLABLE,Date and time of the action
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Labor Law Compliance,LaborComp,TEXT,NULLABLE,Indicator of labor law compliance (yes
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Compliance Date,CompDate,DATETIME,NULLABLE,Date of compliance
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Compliance Officer,CompOff,TEXT,NULLABLE,Name of the compliance officer
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Labor Law Category,LabCat,TEXT,NULLABLE,Category of the labor law
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Law Violated,LawViol,TEXT,NULLABLE,Labor law violated (if applicable)
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Violation Date,ViolDate,DATETIME,NULLABLE,Date of the violation (if applicable)
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Violation Details,ViolDetails,TEXT,NULLABLE,Details of the violation (if applicable)
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Fine Amount,NULLABLE,NUMBER
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Fine Due Date,FineDueDate,DATETIME,NULLABLE,Due date for the fine payment (if applicable)
Human Resources Information System,HRIS,LaborComplianceAuditTrail,Audit trail of compliance with labor laws and regulations.,Fine Paid,FinePaid,TEXT,NULLABLE,Indicator if fine has been paid (yes
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeID,InitID,NUMBER,NOT NULLABLE,Unique identifier for each sustainability initiative
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeName,InitName,TEXT,NOT NULLABLE,Name of the sustainability initiative
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeDescription,InitDesc,TEXT,NULLABLE,Description of the sustainability initiative
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeStartDate,InitStartDate,DATETIME,NULLABLE,Start date of the sustainability initiative
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeEndDate,InitEndDate,DATETIME,NULLABLE,End date of the sustainability initiative
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeProgress,InitProgress,NUMBER,NULLABLE,Progress made on the sustainability initiative (in percentage)
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,InitiativeStatus,InitStatus,TEXT,NOT NULLABLE,Status of the sustainability initiative (e.g. In Progress
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalID,GoalID,NUMBER,NOT NULLABLE,Unique identifier for each sustainability goal
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalName,GoalName,TEXT,NOT NULLABLE,Name of the sustainability goal
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalDescription,GoalDesc,TEXT,NULLABLE,Description of the sustainability goal
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalTargetDate,GoalTargetDate,DATETIME,NULLABLE,Target date for achieving the sustainability goal
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalProgress,GoalProgress,NUMBER,NULLABLE,Progress made on the sustainability goal (in percentage)
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,GoalStatus,GoalStatus,TEXT,NOT NULLABLE,Status of the sustainability goal (e.g. In Progress
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureID,MeasureID,NUMBER,NOT NULLABLE,Unique identifier for each sustainability measure
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureName,MeasureName,TEXT,NOT NULLABLE,Name of the sustainability measure
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureDescription,MeasureDesc,TEXT,NULLABLE,Description of the sustainability measure
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureCurrentValue,MeasureCurrValue,NUMBER,NULLABLE,Current value of the sustainability measure
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureTargetValue,MeasureTargetValue,NUMBER,NULLABLE,Target value for the sustainability measure
Corporate Social Responsibility Tracker,CSRT,SustainabilityInitiativeProgress,Tracking of progress on sustainability initiatives and goals.,MeasureStatus,MeasureStatus,TEXT,NOT NULLABLE,Status of the sustainability measure (e.g. On Track
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Project ID,ProjID,NUMBER,NOT NULLABLE,Unique identifier for each project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Project Name,ProjName,TEXT,NULLABLE,Name of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Project Description,ProjDesc,TEXT,NULLABLE,Brief description of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Start Date,StartDate,DATETIME,NULLABLE,Start date of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,End Date,EndDate,DATETIME,NULLABLE,End date of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Project Manager,ProjManager,TEXT,NULLABLE,Name of the project manager responsible for the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Organization,Org,TEXT,NULLABLE,Name of the organization implementing the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Location,Loc,TEXT,NULLABLE,Location where the community engagement project is taking place.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Community Partners,CommPartners,TEXT,NULLABLE,Names of the community partners involved in the project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Objective,Objective,TEXT,NULLABLE,Objective or goals of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Strategy,Strategy,TEXT,NULLABLE,Strategy or approach used for the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Outcome,Outcome,TEXT,NULLABLE,Outcome or result of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Impact Assessment,ImpactAssessment,TEXT,NULLABLE,Assessment of the impact or effectiveness of the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Budget,Budget,NULLABLE,NULL
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Funding Source,FundingSource,TEXT,NULLABLE,Source of funding for the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Project Status,ProjStatus,TEXT,NULLABLE,Status of the community engagement project (e.g.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Key Stakeholders,KeyStakeholders,TEXT,NULLABLE,Key stakeholders involved in the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Participation,Participation,TEXT,NULLABLE,Levels of participation of different stakeholders in the project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Lessons Learned,LessonsLearned,TEXT,NULLABLE,Lessons learned from the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CommunityEngagementProjects,Records of community engagement projects and their impact assessments.,Next Steps,NextSteps,TEXT,NULLABLE,Recommended next steps or actions after the community engagement project.
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Record ID,RecordID,TEXT,NOT NULLABLE,A unique identifier for each record
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Event ID,EventID,TEXT,NULLABLE,A unique identifier for the carbon emission reduction event
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Event Date,EventDate,DATETIME,NOT NULLABLE,The date of the carbon emission reduction event
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Location,Location,TEXT,NOT NULLABLE,The location where the carbon emission reduction event took place
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Emission Type,EmissionType,TEXT,NOT NULLABLE,The type of carbon emission being reduced (e.g. transportation
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Reduction Amount,NOT NULLABLE,NUMBER
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Reduction Method,ReductionMethod,TEXT,NULLABLE,The method or technology used to reduce carbon emissions
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Project ID,ProjectID,TEXT,NOT NULLABLE,A unique identifier for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Project Name,ProjectName,TEXT,NOT NULLABLE,The name of the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Project Description,ProjectDesc,TEXT,NULLABLE,A description of the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Organization ID,OrganizationID,TEXT,NOT NULLABLE,A unique identifier for the organization implementing the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Organization Name,OrganizationName,TEXT,NOT NULLABLE,The name of the organization implementing the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Organization Location,OrganizationLocation,TEXT,NULLABLE,The location of the organization implementing the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Funding Source,FundingSource,TEXT,NULLABLE,The source of funding for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Person ID,PersonID,TEXT,NULLABLE,A unique identifier for the person responsible for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,First Name,FirstName,TEXT,NULLABLE,The first name of the person responsible for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Last Name,LastName,TEXT,NULLABLE,The last name of the person responsible for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Email,Email,TEXT,NULLABLE,The email address of the person responsible for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Phone Number,PhoneNumber,TEXT,NULLABLE,The phone number of the person responsible for the carbon emission reduction project
Corporate Social Responsibility Tracker,CSRT,CarbonEmissionReductionLog,Detailed log of carbon emission reduction efforts and results.,Comments,Comments,TEXT,NULLABLE,Any additional comments or notes related to the carbon emission reduction event.
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Record ID,RID,NUMBER,NOT NULLABLE,Unique identifier for each record
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contribution ID,CID,NUMBER,NOT NULLABLE,Unique identifier for each contribution
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contribution Year,CY,NUMBER,NOT NULLABLE,Year in which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contribution Date,CD,DATETIME,NULLABLE,Date on which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contributor Name,CN,TEXT,NULLABLE,Name of the contributing entity
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contributor Type,CT,TEXT,NULLABLE,Type of contributing entity (e.g.
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Recipient Name,RN,TEXT,NULLABLE,Name of the recipient of the contribution
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Recipient Type,RT,TEXT,NULLABLE,Type of recipient (e.g.
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Contribution Amount,NOT NULLABLE,NUMBER
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Currency,CUR,TEXT,NULLABLE,Currency in which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Allocation Type,AT,TEXT,NULLABLE,Type of allocation made with the contribution (e.g.
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Allocation Amount,NOT NULLABLE,NUMBER
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Allocation Description,AD,TEXT,NULLABLE,Description of how the allocation was used
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Country,CO,TEXT,NULLABLE,Country in which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Region,REG,TEXT,NULLABLE,Region or state in which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,City,CIT,TEXT,NULLABLE,City in which the contribution was made
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Postal Code,PC,TEXT,NULLABLE,Postal code or ZIP code of the contribution location
Corporate Social Responsibility Tracker,CSRT,CorporatePhilanthropyContributions,Records of philanthropic contributions and their allocation.,Address,ADD,TEXT,NULLABLE,Address of the contribution location
